timestamp,page,user,click
2020-07-12 02:30:00,15,92,133
2020-07-12 02:40:00,17,91,135
2020-07-12 02:50:00,18,82,121
2020-07-12 03:00:00,20,82,112
2020-07-12 03:10:00,19,90,120
2020-07-12 03:20:00,17,89,129
2020-07-12 03:30:00,16,86,119
2020-07-12 03:40:00,15,76,100
2020-07-12 03:50:00,16,79,108
2020-07-12 04:00:00,11,90,122
2020-07-12 04:10:00,15,77,107
2020-07-12 04:20:00,15,75,110
2020-07-12 04:30:00,14,73,104
2020-07-12 04:40:00,17,61,91
2020-07-12 04:50:00,16,104,144
2020-07-12 05:00:00,16,77,114
2020-07-12 05:10:00,14,87,119
2020-07-12 05:20:00,15,76,111
2020-07-12 05:30:00,15,70,103
2020-07-12 05:40:00,15,85,114
2020-07-12 05:50:00,16,72,98
2020-07-12 06:00:00,11,71,98
2020-07-12 06:10:00,14,81,109
2020-07-12 06:20:00,16,71,99
2020-07-12 06:30:00,15,80,116
2020-07-12 06:40:00,16,74,92
2020-07-12 06:50:00,13,69,97
2020-07-12 07:00:00,15,89,126
2020-07-12 07:10:00,15,81,119
2020-07-12 07:20:00,16,80,110
2020-07-12 07:30:00,14,84,123
2020-07-12 07:40:00,16,95,136
2020-07-12 07:50:00,14,82,111
2020-07-12 08:00:00,13,81,122
2020-07-12 08:10:00,18,81,115
2020-07-12 08:20:00,16,81,117
2020-07-12 08:30:00,15,91,123
2020-07-12 08:40:00,15,69,94
2020-07-12 08:50:00,13,86,119
2020-07-12 09:00:00,17,118,177
2020-07-12 09:10:00,17,109,165
2020-07-12 09:20:00,18,115,168
2020-07-12 09:30:00,16,117,166
2020-07-12 09:40:00,18,125,176
2020-07-12 09:50:00,19,142,189
2020-07-12 10:00:00,19,143,214
2020-07-12 10:10:00,18,142,220
2020-07-12 10:20:00,19,154,238
2020-07-12 10:30:00,19,156,237
2020-07-12 10:40:00,19,148,222
2020-07-12 10:50:00,20,156,215
2020-07-12 11:00:00,18,173,256
2020-07-12 11:10:00,20,199,303
2020-07-12 11:20:00,20,185,264
2020-07-12 11:30:00,19,192,270
2020-07-12 11:40:00,20,184,265
2020-07-12 11:50:00,18,177,251
2020-07-12 12:00:00,20,219,333
2020-07-12 12:10:00,20,228,347
2020-07-12 12:20:00,20,236,347
2020-07-12 12:30:00,19,234,355
2020-07-12 12:40:00,19,220,324
2020-07-12 12:50:00,19,255,373
2020-07-12 13:00:00,20,263,407
2020-07-12 13:10:00,20,266,425
2020-07-12 13:20:00,20,268,407
2020-07-12 13:30:00,19,258,405
2020-07-12 13:40:00,20,267,402
2020-07-12 13:50:00,19,271,404
2020-07-12 14:00:00,19,291,422
2020-07-12 14:10:00,19,312,473
2020-07-12 14:20:00,20,291,459
2020-07-12 14:30:00,20,283,443
2020-07-12 14:40:00,20,306,481
2020-07-12 14:50:00,20,303,487
2020-07-12 15:00:00,19,235,332
2020-07-12 15:10:00,15,121,134
2020-07-12 15:20:00,19,250,390
2020-07-12 15:30:00,18,248,378
2020-07-12 15:40:00,20,237,353
2020-07-12 15:50:00,19,243,381
2020-07-12 16:00:00,19,223,330
2020-07-12 16:10:00,18,218,333
2020-07-12 16:20:00,19,217,327
2020-07-12 16:30:00,18,224,327
2020-07-12 16:40:00,19,205,312
2020-07-12 16:50:00,19,211,321
2020-07-12 17:00:00,19,229,332
2020-07-12 17:10:00,20,218,306
2020-07-12 17:20:00,19,212,297
2020-07-12 17:30:00,19,216,313
2020-07-12 17:40:00,18,208,322
2020-07-12 17:50:00,20,191,300
2020-07-12 18:00:00,19,191,291
2020-07-12 18:10:00,19,197,297
2020-07-12 18:20:00,18,167,262
2020-07-12 18:30:00,19,191,290
2020-07-12 18:40:00,20,193,279
2020-07-12 18:50:00,19,190,269
2020-07-12 19:00:00,18,130,198
2020-07-12 19:10:00,18,116,178
2020-07-12 19:20:00,18,123,175
2020-07-12 19:30:00,18,119,160
2020-07-12 19:40:00,19,116,167
2020-07-12 19:50:00,15,116,171
2020-07-12 20:00:00,20,93,148
2020-07-12 20:10:00,16,100,144
2020-07-12 20:20:00,15,97,154
2020-07-12 20:30:00,12,99,136
2020-07-12 20:40:00,14,95,141
2020-07-12 20:50:00,18,82,129
2020-07-12 21:00:00,15,84,129
2020-07-12 21:10:00,18,86,121
2020-07-12 21:20:00,16,98,147
2020-07-12 21:30:00,16,70,101
2020-07-12 21:40:00,17,83,111
2020-07-12 21:50:00,13,93,126
2020-07-12 22:00:00,18,80,114
2020-07-12 22:10:00,16,93,135
2020-07-12 22:20:00,18,85,116
2020-07-12 22:30:00,18,84,107
2020-07-12 22:40:00,16,90,116
2020-07-12 22:50:00,18,93,133
2020-07-12 23:00:00,18,86,132
2020-07-12 23:10:00,15,80,112
2020-07-12 23:20:00,16,88,123
2020-07-12 23:30:00,14,81,110
2020-07-12 23:40:00,16,89,125
2020-07-12 23:50:00,16,84,121
2020-07-13 00:00:00,15,81,109
2020-07-13 00:10:00,15,80,114
2020-07-13 00:20:00,16,75,99
2020-07-13 00:30:00,17,67,93
2020-07-13 00:40:00,14,68,86
2020-07-13 00:50:00,16,64,97
2020-07-13 01:00:00,12,80,107
2020-07-13 01:10:00,16,81,104
2020-07-13 01:20:00,13,83,107
2020-07-13 01:30:00,16,78,98
2020-07-13 01:40:00,14,83,106
2020-07-13 01:50:00,13,78,111
2020-07-13 02:00:00,16,78,105
2020-07-13 02:10:00,16,92,123
2020-07-13 02:20:00,16,88,113
2020-07-13 02:30:00,19,80,107
2020-07-13 02:40:00,17,86,115
2020-07-13 02:50:00,15,81,122
2020-07-13 03:00:00,12,79,108
2020-07-13 03:10:00,15,84,118
2020-07-13 03:20:00,15,80,115
2020-07-13 03:30:00,18,82,112
2020-07-13 03:40:00,16,99,129
2020-07-13 03:50:00,15,87,122
2020-07-13 04:00:00,16,82,116
2020-07-13 04:10:00,14,70,86
2020-07-13 04:20:00,13,70,102
2020-07-13 04:30:00,16,79,112
2020-07-13 04:40:00,12,79,107
2020-07-13 04:50:00,16,81,101
2020-07-13 05:00:00,16,72,109
2020-07-13 05:10:00,16,69,97
2020-07-13 05:20:00,17,87,115
2020-07-13 05:30:00,16,81,107
2020-07-13 05:40:00,14,68,93
2020-07-13 05:50:00,15,75,102
2020-07-13 06:00:00,20,86,110
2020-07-13 06:10:00,17,97,139
2020-07-13 06:20:00,18,95,128
2020-07-13 06:30:00,17,88,114
2020-07-13 06:40:00,17,82,111
2020-07-13 06:50:00,15,100,126
2020-07-13 07:00:00,17,94,148
2020-07-13 07:10:00,16,83,115
2020-07-13 07:20:00,18,86,107
2020-07-13 07:30:00,16,91,131
2020-07-13 07:40:00,17,89,124
2020-07-13 07:50:00,15,92,124
2020-07-13 08:00:00,16,91,131
2020-07-13 08:10:00,14,95,125
2020-07-13 08:20:00,16,92,129
2020-07-13 08:30:00,14,80,114
2020-07-13 08:40:00,15,89,118
2020-07-13 08:50:00,16,104,144
2020-07-13 09:00:00,20,118,179
2020-07-13 09:10:00,20,138,189
2020-07-13 09:20:00,16,118,167
2020-07-13 09:30:00,19,139,201
2020-07-13 09:40:00,14,132,203
2020-07-13 09:50:00,17,120,170
2020-07-13 10:00:00,18,160,242
2020-07-13 10:10:00,18,151,206
2020-07-13 10:20:00,18,145,220
2020-07-13 10:30:00,20,148,241
2020-07-13 10:40:00,19,148,223
2020-07-13 10:50:00,18,150,219
2020-07-13 11:00:00,19,194,296
2020-07-13 11:10:00,19,199,298
2020-07-13 11:20:00,20,197,294
2020-07-13 11:30:00,19,190,266
2020-07-13 11:40:00,18,196,285
2020-07-13 11:50:00,19,199,321
2020-07-13 12:00:00,19,225,358
2020-07-13 12:10:00,19,241,353
2020-07-13 12:20:00,20,238,368
2020-07-13 12:30:00,19,246,368
2020-07-13 12:40:00,20,246,352
2020-07-13 12:50:00,20,228,339
2020-07-13 13:00:00,20,255,399
2020-07-13 13:10:00,20,264,416
2020-07-13 13:20:00,20,280,432
2020-07-13 13:30:00,20,265,443
2020-07-13 13:40:00,20,275,419
2020-07-13 13:50:00,20,265,431
2020-07-13 14:00:00,20,231,353
2020-07-13 14:10:00,20,246,372
2020-07-13 14:20:00,20,259,388
2020-07-13 14:30:00,20,259,398
2020-07-13 14:40:00,20,239,392
2020-07-13 14:50:00,20,248,376
2020-07-13 15:00:00,19,239,369
2020-07-13 15:10:00,20,240,386
2020-07-13 15:20:00,19,259,396
2020-07-13 15:30:00,20,266,434
2020-07-13 15:40:00,20,268,417
2020-07-13 15:50:00,20,243,386
2020-07-13 16:00:00,18,214,314
2020-07-13 16:10:00,19,245,365
2020-07-13 16:20:00,20,236,374
2020-07-13 16:30:00,18,210,326
2020-07-13 16:40:00,20,235,353
2020-07-13 16:50:00,20,237,382
2020-07-13 17:00:00,20,201,299
2020-07-13 17:10:00,18,174,259
2020-07-13 17:20:00,19,193,285
2020-07-13 17:30:00,18,169,246
2020-07-13 17:40:00,20,187,266
2020-07-13 17:50:00,20,192,291
2020-07-13 18:00:00,19,189,265
2020-07-13 18:10:00,20,185,267
2020-07-13 18:20:00,20,194,288
2020-07-13 18:30:00,20,187,285
2020-07-13 18:40:00,17,196,276
2020-07-13 18:50:00,20,194,302
2020-07-13 19:00:00,16,122,176
2020-07-13 19:10:00,18,115,187
2020-07-13 19:20:00,19,125,177
2020-07-13 19:30:00,16,115,172
2020-07-13 19:40:00,17,129,188
2020-07-13 19:50:00,20,104,172
2020-07-13 20:00:00,18,85,134
2020-07-13 20:10:00,15,78,120
2020-07-13 20:20:00,16,90,129
2020-07-13 20:30:00,13,94,125
2020-07-13 20:40:00,12,78,120
2020-07-13 20:50:00,17,94,134
2020-07-13 21:00:00,18,84,130
2020-07-13 21:10:00,17,101,141
2020-07-13 21:20:00,10,79,106
2020-07-13 21:30:00,14,94,126
2020-07-13 21:40:00,17,86,117
2020-07-13 21:50:00,16,83,116
2020-07-13 22:00:00,15,60,81
2020-07-13 22:10:00,10,73,99
2020-07-13 22:20:00,14,75,112
2020-07-13 22:30:00,15,76,101
2020-07-13 22:40:00,12,68,81
2020-07-13 22:50:00,12,72,98
2020-07-13 23:00:00,13,72,91
2020-07-13 23:10:00,17,74,99
2020-07-13 23:20:00,14,72,99
2020-07-13 23:30:00,17,72,103
2020-07-13 23:40:00,17,78,114
2020-07-13 23:50:00,14,79,107
2020-07-14 00:00:00,14,70,96
2020-07-14 00:10:00,15,69,89
2020-07-14 00:20:00,11,59,81
2020-07-14 00:30:00,13,61,88
2020-07-14 00:40:00,14,61,88
2020-07-14 00:50:00,14,75,91
2020-07-14 01:00:00,15,70,96
2020-07-14 01:10:00,15,73,107
2020-07-14 01:20:00,14,67,93
2020-07-14 01:30:00,16,79,111
2020-07-14 01:40:00,14,69,106
2020-07-14 01:50:00,18,68,95
2020-07-14 02:00:00,12,54,78
2020-07-14 02:10:00,13,58,78
2020-07-14 02:20:00,18,74,96
2020-07-14 02:30:00,10,63,92
2020-07-14 02:40:00,12,60,81
2020-07-14 02:50:00,14,69,88
2020-07-14 03:00:00,18,82,115
2020-07-14 03:10:00,16,80,113
2020-07-14 03:20:00,13,64,84
2020-07-14 03:30:00,16,93,118
2020-07-14 03:40:00,16,82,106
2020-07-14 03:50:00,14,83,110
2020-07-14 04:00:00,13,80,111
2020-07-14 04:10:00,17,76,116
2020-07-14 04:20:00,12,74,100
2020-07-14 04:30:00,16,73,104
2020-07-14 04:40:00,14,70,96
2020-07-14 04:50:00,16,79,101
2020-07-14 05:00:00,16,84,109
2020-07-14 05:10:00,16,80,111
2020-07-14 05:20:00,13,71,100
2020-07-14 05:30:00,16,84,123
2020-07-14 05:40:00,17,73,102
2020-07-14 05:50:00,19,90,128
2020-07-14 06:00:00,16,88,120
2020-07-14 06:10:00,16,79,106
2020-07-14 06:20:00,14,75,99
2020-07-14 06:30:00,14,78,92
2020-07-14 06:40:00,15,76,109
2020-07-14 06:50:00,14,80,105
2020-07-14 07:00:00,19,80,116
2020-07-14 07:10:00,16,96,130
2020-07-14 07:20:00,14,73,99
2020-07-14 07:30:00,17,89,130
2020-07-14 07:40:00,17,72,107
2020-07-14 07:50:00,16,80,101
2020-07-14 08:00:00,16,103,133
2020-07-14 08:10:00,19,94,120
2020-07-14 08:20:00,16,85,109
2020-07-14 08:30:00,13,88,128
2020-07-14 08:40:00,16,100,144
2020-07-14 08:50:00,17,101,138
2020-07-14 09:00:00,19,131,195
2020-07-14 09:10:00,18,121,163
2020-07-14 09:20:00,18,95,151
2020-07-14 09:30:00,17,126,184
2020-07-14 09:40:00,19,125,187
2020-07-14 09:50:00,18,118,173
2020-07-14 10:00:00,19,149,213
2020-07-14 10:10:00,19,166,252
2020-07-14 10:20:00,20,168,239
2020-07-14 10:30:00,18,168,257
2020-07-14 10:40:00,18,147,210
2020-07-14 10:50:00,17,143,193
2020-07-14 11:00:00,19,178,269
2020-07-14 11:10:00,19,197,273
2020-07-14 11:20:00,20,177,267
2020-07-14 11:30:00,18,161,230
2020-07-14 11:40:00,18,187,280
2020-07-14 11:50:00,19,192,298
2020-07-14 12:00:00,20,235,346
2020-07-14 12:10:00,20,218,329
2020-07-14 12:20:00,20,244,364
2020-07-14 12:30:00,19,226,356
2020-07-14 12:40:00,19,218,328
2020-07-14 12:50:00,20,214,291
2020-07-14 13:00:00,20,258,415
2020-07-14 13:10:00,20,295,448
2020-07-14 13:20:00,20,282,435
2020-07-14 13:30:00,20,268,413
2020-07-14 13:40:00,20,293,451
2020-07-14 13:50:00,20,278,414
2020-07-14 14:00:00,20,246,392
2020-07-14 14:10:00,20,260,403
2020-07-14 14:20:00,19,257,393
2020-07-14 14:30:00,20,279,423
2020-07-14 14:40:00,19,233,365
2020-07-14 14:50:00,18,255,369
2020-07-14 15:00:00,20,258,416
2020-07-14 15:10:00,20,261,391
2020-07-14 15:20:00,20,244,387
2020-07-14 15:30:00,19,246,395
2020-07-14 15:40:00,20,261,376
2020-07-14 15:50:00,18,258,384
2020-07-14 16:00:00,20,233,337
2020-07-14 16:10:00,20,227,338
2020-07-14 16:20:00,19,243,378
2020-07-14 16:30:00,20,242,364
2020-07-14 16:40:00,19,221,330
2020-07-14 16:50:00,20,242,351
2020-07-14 17:00:00,18,193,288
2020-07-14 17:10:00,20,200,324
2020-07-14 17:20:00,19,213,325
2020-07-14 17:30:00,20,209,327
2020-07-14 17:40:00,20,216,329
2020-07-14 17:50:00,20,203,316
2020-07-14 18:00:00,20,165,231
2020-07-14 18:10:00,19,180,254
2020-07-14 18:20:00,20,168,258
2020-07-14 18:30:00,19,173,252
2020-07-14 18:40:00,20,190,270
2020-07-14 18:50:00,19,178,247
2020-07-14 19:00:00,17,116,179
2020-07-14 19:10:00,19,117,171
2020-07-14 19:20:00,19,119,178
2020-07-14 19:30:00,17,132,197
2020-07-14 19:40:00,17,128,206
2020-07-14 19:50:00,18,119,171
2020-07-14 20:00:00,17,102,149
2020-07-14 20:10:00,19,89,136
2020-07-14 20:20:00,17,108,154
2020-07-14 20:30:00,15,89,139
2020-07-14 20:40:00,16,97,146
2020-07-14 20:50:00,16,88,119
2020-07-14 21:00:00,18,94,130
2020-07-14 21:10:00,14,87,119
2020-07-14 21:20:00,17,75,109
2020-07-14 21:30:00,16,94,129
2020-07-14 21:40:00,16,88,122
2020-07-14 21:50:00,15,83,125
2020-07-14 22:00:00,13,88,127
2020-07-14 22:10:00,13,90,124
2020-07-14 22:20:00,14,81,110
2020-07-14 22:30:00,13,78,91
2020-07-14 22:40:00,17,72,93
2020-07-14 22:50:00,17,96,136
2020-07-14 23:00:00,17,75,110
2020-07-14 23:10:00,13,82,115
2020-07-14 23:20:00,17,76,102
2020-07-14 23:30:00,14,74,99
2020-07-14 23:40:00,14,81,118
2020-07-14 23:50:00,15,69,87
2020-07-15 00:00:00,16,78,107
2020-07-15 00:10:00,13,77,97
2020-07-15 00:20:00,14,74,106
2020-07-15 00:30:00,16,86,107
2020-07-15 00:40:00,14,77,97
2020-07-15 00:50:00,15,86,106
2020-07-15 01:00:00,14,80,112
2020-07-15 01:10:00,11,72,95
2020-07-15 01:20:00,18,73,97
2020-07-15 01:30:00,18,84,111
2020-07-15 01:40:00,13,67,90
2020-07-15 01:50:00,17,67,91
2020-07-15 02:00:00,14,63,87
2020-07-15 02:10:00,15,63,94
2020-07-15 02:20:00,14,65,78
2020-07-15 02:30:00,16,71,100
2020-07-15 02:40:00,14,67,88
2020-07-15 02:50:00,15,68,102
2020-07-15 03:00:00,15,74,105
2020-07-15 03:10:00,15,82,117
2020-07-15 03:20:00,17,75,107
2020-07-15 03:30:00,19,78,118
2020-07-15 03:40:00,13,99,139
2020-07-15 03:50:00,15,83,112
2020-07-15 04:00:00,14,103,136
2020-07-15 04:10:00,17,104,141
2020-07-15 04:20:00,18,100,143
2020-07-15 04:30:00,15,84,126
2020-07-15 04:40:00,15,94,141
2020-07-15 04:50:00,16,93,144
2020-07-15 05:00:00,17,77,103
2020-07-15 05:10:00,18,80,114
2020-07-15 05:20:00,14,87,118
2020-07-15 05:30:00,14,83,108
2020-07-15 05:40:00,16,81,117
2020-07-15 05:50:00,16,83,117
2020-07-15 06:00:00,17,80,112
2020-07-15 06:10:00,17,70,102
2020-07-15 06:20:00,17,73,106
2020-07-15 06:30:00,16,68,93
2020-07-15 06:40:00,12,82,116
2020-07-15 06:50:00,14,87,119
2020-07-15 07:00:00,18,93,129
2020-07-15 07:10:00,14,74,104
2020-07-15 07:20:00,15,95,130
2020-07-15 07:30:00,16,83,120
2020-07-15 07:40:00,17,103,137
2020-07-15 07:50:00,16,88,130
2020-07-15 08:00:00,18,99,141
2020-07-15 08:10:00,16,89,123
2020-07-15 08:20:00,15,91,126
2020-07-15 08:30:00,16,89,125
2020-07-15 08:40:00,15,86,119
2020-07-15 08:50:00,17,81,136
2020-07-15 09:00:00,19,135,198
2020-07-15 09:10:00,18,135,200
2020-07-15 09:20:00,17,140,195
2020-07-15 09:30:00,19,137,194
2020-07-15 09:40:00,18,148,215
2020-07-15 09:50:00,20,133,189
2020-07-15 10:00:00,19,161,240
2020-07-15 10:10:00,20,65,220
2020-07-15 10:20:00,20,68,230
2020-07-15 10:30:00,17,75,243
2020-07-15 10:40:00,16,55,240
2020-07-15 10:50:00,18,63,244
2020-07-15 11:00:00,19,81,274
2020-07-15 11:10:00,19,68,210
2020-07-15 11:20:00,17,129,214
2020-07-15 11:30:00,20,177,238
2020-07-15 11:40:00,18,172,232
2020-07-15 11:50:00,18,166,245
2020-07-15 12:00:00,20,208,306
2020-07-15 12:10:00,20,219,308
2020-07-15 12:20:00,19,200,304
2020-07-15 12:30:00,17,204,314
2020-07-15 12:40:00,20,204,305
2020-07-15 12:50:00,20,221,329
2020-07-15 13:00:00,20,266,384
2020-07-15 13:10:00,20,247,381
2020-07-15 13:20:00,20,244,374
2020-07-15 13:30:00,20,255,387
2020-07-15 13:40:00,20,273,404
2020-07-15 13:50:00,20,263,400
2020-07-15 14:00:00,20,274,411
2020-07-15 14:10:00,19,257,402
2020-07-15 14:20:00,20,274,428
2020-07-15 14:30:00,19,277,411
2020-07-15 14:40:00,20,268,423
2020-07-15 14:50:00,20,281,437
2020-07-15 15:00:00,20,233,338
2020-07-15 15:10:00,20,257,390
2020-07-15 15:20:00,20,243,375
2020-07-15 15:30:00,20,246,380
2020-07-15 15:40:00,20,245,374
2020-07-15 15:50:00,20,232,340
2020-07-15 16:00:00,20,218,321
2020-07-15 16:10:00,20,216,310
2020-07-15 16:20:00,19,217,325
2020-07-15 16:30:00,20,225,324
2020-07-15 16:40:00,19,200,293
2020-07-15 16:50:00,18,233,360
2020-07-15 17:00:00,20,201,296
2020-07-15 17:10:00,18,182,268
2020-07-15 17:20:00,18,193,271
2020-07-15 17:30:00,10,46,52
2020-07-15 17:40:00,19,186,295
2020-07-15 17:50:00,20,192,314
2020-07-15 18:00:00,19,182,262
2020-07-15 18:10:00,19,189,253
2020-07-15 18:20:00,20,178,263
2020-07-15 18:30:00,18,176,254
2020-07-15 18:40:00,20,168,258
2020-07-15 18:50:00,19,197,285
2020-07-15 19:00:00,15,133,199
2020-07-15 19:10:00,19,127,194
2020-07-15 19:20:00,17,122,185
2020-07-15 19:30:00,19,121,187
2020-07-15 19:40:00,16,142,197
2020-07-15 19:50:00,19,132,204
2020-07-15 20:00:00,16,80,116
2020-07-15 20:10:00,15,83,110
2020-07-15 20:20:00,15,91,130
2020-07-15 20:30:00,15,87,111
2020-07-15 20:40:00,13,79,108
2020-07-15 20:50:00,17,85,123
2020-07-15 21:00:00,16,92,145
2020-07-15 21:10:00,17,105,143
2020-07-15 21:20:00,14,86,119
2020-07-15 21:30:00,19,101,150
2020-07-15 21:40:00,18,97,143
2020-07-15 21:50:00,17,101,143
2020-07-15 22:00:00,16,78,103
2020-07-15 22:10:00,15,66,89
2020-07-15 22:20:00,15,71,103
2020-07-15 22:30:00,16,73,113
2020-07-15 22:40:00,13,60,87
2020-07-15 22:50:00,13,73,106
2020-07-15 23:00:00,17,84,122
2020-07-15 23:10:00,16,85,123
2020-07-15 23:20:00,18,86,121
2020-07-15 23:30:00,17,90,127
2020-07-15 23:40:00,14,79,116
2020-07-15 23:50:00,16,80,98
